aqi,pm2_5,pm10,co,no2,timestamp
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-29 17:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-29 18:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-29 19:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-29 20:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-29 21:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-29 22:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-29 23:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 00:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 01:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 02:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 03:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 04:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 05:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 06:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 07:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 08:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 09:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 10:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 11:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 12:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 13:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 14:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 15:32:25
1.9722614809032395,14.540000000000001,15.31,297.14,11.449999999999996,2025-06-30 16:32:25
